epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,1004.37,1.39852,0.60486,0.7918,0.97015,0.87871,0.9712,0.54154,1.5953,0.6662,0.8062,0.00163568,0.00163568,0.00163568
186,1009.63,1.41664,0.61616,0.82927,0.88436,0.82691,0.91424,0.54748,1.55941,0.64108,0.81319,0.0016337,0.0016337,0.0016337
187,1014.89,1.38306,0.55485,0.80061,0.95604,0.86486,0.96592,0.58744,1.50748,0.60405,0.81214,0.00163172,0.00163172,0.00163172
188,1020.91,1.40224,0.54124,0.8087,0.97134,0.91609,0.96938,0.58316,1.54128,0.63023,0.81105,0.00162974,0.00162974,0.00162974
189,1025.78,1.49986,0.5649,0.80733,0.96232,0.89189,0.97149,0.59761,1.47295,0.63718,0.80826,0.00162776,0.00162776,0.00162776
190,1031.05,1.366,0.57715,0.81052,0.98991,0.89189,0.97888,0.56464,1.53024,0.59684,0.81123,0.00162578,0.00162578,0.00162578
191,1036.94,1.36329,0.57233,0.7913,0.94307,0.89548,0.97956,0.55296,1.55461,0.61836,0.81549,0.0016238,0.0016238,0.0016238
192,1042.73,1.36239,0.57038,0.80369,0.96854,0.83213,0.95243,0.58698,1.47616,0.59915,0.81704,0.00162182,0.00162182,0.00162182
193,1047.73,1.40767,0.69194,0.78296,0.92658,0.83784,0.94594,0.57608,1.44518,0.58887,0.81548,0.00161984,0.00161984,0.00161984
194,1053.5,1.30872,0.53872,0.79448,0.84369,0.87548,0.94078,0.55816,1.57442,0.63427,0.8155,0.00161786,0.00161786,0.00161786
195,1058.8,1.32561,0.56465,0.80005,0.91385,0.86014,0.94837,0.57754,1.55746,0.61744,0.80891,0.00161588,0.00161588,0.00161588
196,1064.48,1.23658,0.51958,0.8178,0.95662,0.83784,0.95744,0.56925,1.47415,0.59403,0.80902,0.0016139,0.0016139,0.0016139
197,1069.33,1.40786,0.6082,0.79478,0.91643,0.88918,0.95878,0.52606,1.55142,0.6365,0.81097,0.00161192,0.00161192,0.00161192
198,1074.62,1.46888,0.57554,0.81516,0.93951,0.94595,0.98657,0.55797,1.67381,0.67888,0.81065,0.00160994,0.00160994,0.00160994
199,1079.73,1.44253,0.5257,0.81307,0.97061,0.94595,0.98879,0.57114,1.58928,0.64297,0.81054,0.00160796,0.00160796,0.00160796
200,1085.36,1.46707,0.57743,0.79669,0.99551,0.91892,0.98654,0.50353,1.63681,0.64131,0.81091,0.00160598,0.00160598,0.00160598
201,1090.64,1.51099,0.57616,0.80455,0.9647,0.97297,0.98928,0.57291,1.57408,0.6288,0.81084,0.001604,0.001604,0.001604
202,1096.04,1.4549,0.57749,0.80059,0.97161,0.92501,0.98812,0.55525,1.67018,0.64135,0.81016,0.00160202,0.00160202,0.00160202
203,1101.98,1.4023,0.55182,0.81972,0.93115,0.91892,0.98521,0.60431,1.42737,0.59943,0.8005,0.00160004,0.00160004,0.00160004
204,1107.52,1.36251,0.5111,0.79514,0.94055,0.91892,0.97939,0.57218,1.47278,0.65705,0.80134,0.00159806,0.00159806,0.00159806
205,1112.74,1.43084,0.59994,0.81265,0.87033,0.97297,0.97571,0.59795,1.40352,0.67026,0.8018,0.00159608,0.00159608,0.00159608
206,1120.33,1.28654,0.55701,0.79114,0.84891,0.97297,0.97315,0.60026,1.41531,0.61022,0.80681,0.0015941,0.0015941,0.0015941
207,1126.3,1.25382,0.49658,0.80083,0.88792,0.91892,0.97245,0.59865,1.39908,0.61292,0.80902,0.00159212,0.00159212,0.00159212
208,1131.67,1.28746,0.53133,0.82095,0.83706,0.97191,0.97061,0.57551,1.40404,0.63579,0.81108,0.00159014,0.00159014,0.00159014
209,1136.78,1.31652,0.56981,0.79273,0.95836,0.83784,0.9711,0.56733,1.40927,0.64897,0.81146,0.00158816,0.00158816,0.00158816
210,1142.25,1.41741,0.50493,0.80806,0.94008,0.91892,0.97854,0.57365,1.53791,0.63961,0.81299,0.00158618,0.00158618,0.00158618
211,1147.42,1.4424,0.58332,0.76395,0.93881,0.94595,0.97947,0.54928,1.54424,0.65313,0.80953,0.0015842,0.0015842,0.0015842
212,1152.65,1.50829,0.53941,0.80931,0.94376,0.90732,0.97198,0.54659,1.58515,0.69559,0.80504,0.00158222,0.00158222,0.00158222
213,1157.68,1.46863,0.593,0.79719,0.94442,0.91857,0.97812,0.56129,1.51019,0.65074,0.80694,0.00158024,0.00158024,0.00158024
214,1163.29,1.50454,0.5593,0.80138,0.94472,0.9239,0.98294,0.54253,1.56904,0.72021,0.81106,0.00157826,0.00157826,0.00157826
215,1168.07,1.32103,0.59162,0.79249,0.92279,0.96909,0.98671,0.57727,1.45904,0.6819,0.80576,0.00157628,0.00157628,0.00157628
216,1174.34,1.24696,0.51228,0.81578,0.96998,0.97297,0.99089,0.57838,1.48495,0.67016,0.81036,0.0015743,0.0015743,0.0015743
217,1179.66,1.26785,0.5623,0.82061,0.97279,0.96637,0.99008,0.57871,1.51118,0.66018,0.81389,0.00157232,0.00157232,0.00157232
218,1185.26,1.42504,0.58228,0.80994,1,0.88718,0.98302,0.57171,1.45515,0.68367,0.80748,0.00157034,0.00157034,0.00157034
219,1191.36,1.32999,0.60496,0.81599,0.94545,0.937,0.98255,0.57407,1.5453,0.63197,0.80675,0.00156836,0.00156836,0.00156836
220,1198.13,1.34166,0.60384,0.78421,1,0.91755,0.98528,0.58119,1.57131,0.61881,0.81084,0.00156638,0.00156638,0.00156638
221,1203.29,1.32625,0.48303,0.8269,1,0.90879,0.98401,0.60754,1.50462,0.68186,0.80971,0.0015644,0.0015644,0.0015644
222,1208.99,1.37082,0.61847,0.81025,0.98518,0.91892,0.98612,0.59339,1.4876,0.69968,0.81242,0.00156242,0.00156242,0.00156242
223,1214.09,1.35496,0.57783,0.77523,0.9879,0.94595,0.99024,0.56937,1.60023,0.66452,0.81317,0.00156044,0.00156044,0.00156044
224,1219.57,1.37434,0.56014,0.80028,0.98625,0.94595,0.99101,0.59014,1.4723,0.61071,0.81538,0.00155846,0.00155846,0.00155846
225,1224.52,1.34296,0.60469,0.7922,1,0.89057,0.99182,0.59337,1.45864,0.60631,0.81534,0.00155648,0.00155648,0.00155648
226,1229.75,1.32414,0.52882,0.80698,1,0.9343,0.99024,0.5306,1.70847,0.68763,0.82643,0.0015545,0.0015545,0.0015545
227,1234.78,1.42761,0.63625,0.81468,0.97157,0.92362,0.98903,0.56018,1.67911,0.70618,0.82106,0.00155252,0.00155252,0.00155252
228,1240.36,1.30766,0.5359,0.79893,0.94054,0.94595,0.98739,0.56823,1.57478,0.64598,0.81626,0.00155054,0.00155054,0.00155054
229,1246.05,1.43355,0.65151,0.80517,0.94644,0.95534,0.98833,0.53885,1.64728,0.6317,0.82204,0.00154856,0.00154856,0.00154856
230,1251.96,1.41499,0.55602,0.81575,0.91749,0.90174,0.9802,0.54627,1.57655,0.66952,0.82117,0.00154658,0.00154658,0.00154658
231,1257.48,1.37429,0.57019,0.80937,0.99361,0.83784,0.97566,0.56754,1.48845,0.67021,0.81791,0.0015446,0.0015446,0.0015446
232,1263.45,1.31344,0.53905,0.8091,0.85195,0.93332,0.95229,0.56861,1.41269,0.65323,0.81135,0.00154262,0.00154262,0.00154262
233,1268.53,1.21428,0.57685,0.77379,0.87386,0.93636,0.95554,0.54787,1.42958,0.61127,0.81139,0.00154064,0.00154064,0.00154064
234,1274.28,1.35301,0.54238,0.79795,0.88933,0.94595,0.96225,0.58118,1.45242,0.6139,0.81177,0.00153866,0.00153866,0.00153866
235,1279.72,1.32849,0.50399,0.81273,0.8778,0.94595,0.96295,0.53914,1.53273,0.62598,0.81543,0.00153668,0.00153668,0.00153668
236,1285.75,1.26358,0.5779,0.76604,0.97188,0.93436,0.98021,0.52293,1.53706,0.68136,0.81064,0.0015347,0.0015347,0.0015347
237,1290.64,1.31747,0.50421,0.79454,0.94515,0.93165,0.98319,0.57994,1.42925,0.67244,0.80088,0.00153272,0.00153272,0.00153272
238,1296.35,1.36039,0.53532,0.80934,0.90092,0.98312,0.987,0.57964,1.47298,0.62121,0.8017,0.00153074,0.00153074,0.00153074
239,1301.3,1.34333,0.52219,0.80358,0.92199,0.95847,0.98643,0.55951,1.50575,0.59622,0.80549,0.00152876,0.00152876,0.00152876
240,1306.68,1.28956,0.54313,0.81341,0.89883,0.96066,0.97802,0.57745,1.5006,0.59335,0.80564,0.00152678,0.00152678,0.00152678
241,1312.12,1.30609,0.48713,0.80052,0.89674,0.93899,0.97739,0.57521,1.45959,0.56431,0.80812,0.0015248,0.0015248,0.0015248
242,1317.94,1.34635,0.51871,0.81304,0.89378,0.90984,0.9505,0.60216,1.39847,0.5429,0.81152,0.00152282,0.00152282,0.00152282
243,1322.85,1.30731,0.54475,0.79761,0.89624,0.93402,0.94406,0.59068,1.46872,0.54875,0.8127,0.00152084,0.00152084,0.00152084
244,1328.03,1.16512,0.5041,0.81057,0.89555,0.92706,0.9521,0.5804,1.49273,0.55197,0.81062,0.00151886,0.00151886,0.00151886
245,1332.8,1.30127,0.52387,0.77922,0.91576,0.88156,0.91547,0.55948,1.56115,0.57905,0.81117,0.00151688,0.00151688,0.00151688
246,1338.22,1.2083,0.47866,0.80918,0.95803,0.94595,0.97859,0.53623,1.57826,0.63424,0.81277,0.0015149,0.0015149,0.0015149
247,1343.53,1.35358,0.56093,0.8181,0.97057,0.89147,0.96259,0.5192,1.59111,0.73246,0.81193,0.00151292,0.00151292,0.00151292
248,1348.62,1.27234,0.50877,0.81379,0.97136,0.91669,0.96151,0.51626,1.61958,0.68558,0.81083,0.00151094,0.00151094,0.00151094
249,1353.39,1.27944,0.54287,0.77995,0.84397,0.91892,0.95992,0.48708,1.70254,0.68301,0.81612,0.00150896,0.00150896,0.00150896
250,1358.69,1.29593,0.52103,0.78778,0.87724,0.91892,0.96631,0.52339,1.57278,0.65904,0.81003,0.00150698,0.00150698,0.00150698
251,1363.39,1.3414,0.56336,0.81303,0.89927,0.96532,0.97333,0.57118,1.47876,0.64047,0.80362,0.001505,0.001505,0.001505
252,1368.48,1.187,0.50302,0.83013,0.94403,0.91193,0.96278,0.61229,1.39811,0.62066,0.80388,0.00150302,0.00150302,0.00150302
253,1373.2,1.36691,0.55081,0.80627,0.97204,0.93957,0.98555,0.57275,1.52988,0.66576,0.80865,0.00150104,0.00150104,0.00150104
254,1378.87,1.28986,0.55573,0.77597,0.94102,0.86251,0.95658,0.57345,1.50062,0.70255,0.80874,0.00149906,0.00149906,0.00149906
