epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,213.878,0.99972,0.91496,0.9685,0.8451,0.72661,0.8157,0.52786,1.18121,0.99177,1.01272,0.00140919,0.00140919,0.00140919
16,227.137,0.98552,0.856,0.96138,0.8289,0.71928,0.80216,0.52499,1.12755,1.0271,0.96831,0.00140778,0.00140778,0.00140778
17,241.158,0.96194,0.83939,0.9555,0.85177,0.77345,0.79881,0.52957,1.12438,0.79549,0.97855,0.00140636,0.00140636,0.00140636
18,254.701,0.98934,0.80741,0.97098,0.8543,0.75742,0.82399,0.52692,1.15083,0.74146,1.00542,0.00140495,0.00140495,0.00140495
19,268.695,0.95423,0.79062,0.95184,0.80319,0.8031,0.85475,0.53209,1.21138,0.78002,1.04351,0.00140354,0.00140354,0.00140354
20,282.559,0.95893,0.78551,0.95359,0.7996,0.77518,0.81482,0.51688,1.12957,0.74251,0.98181,0.00140212,0.00140212,0.00140212
21,295.851,0.95476,0.76762,0.95772,0.81311,0.77763,0.82168,0.51758,1.26051,0.92183,1.07677,0.00140071,0.00140071,0.00140071
22,308.96,0.92659,0.7503,0.946,0.86501,0.79777,0.85108,0.54112,1.12727,0.86704,0.97431,0.00139929,0.00139929,0.00139929
23,321.637,0.9252,0.73763,0.94647,0.81759,0.86807,0.88055,0.56078,1.09196,0.66694,0.97617,0.00139788,0.00139788,0.00139788
24,336.425,0.91291,0.72113,0.94559,0.7642,0.83754,0.84754,0.55194,1.0429,0.71962,0.94717,0.00139646,0.00139646,0.00139646
25,350.502,0.90671,0.70146,0.93677,0.89342,0.87186,0.91819,0.58073,1.01553,0.85658,0.91948,0.00139505,0.00139505,0.00139505
26,364.572,0.93407,0.69633,0.95308,0.8444,0.85528,0.87712,0.5834,1.09727,0.68779,1.00795,0.00139363,0.00139363,0.00139363
27,379.316,0.94314,0.71617,0.95169,0.87752,0.84607,0.88299,0.56335,1.1308,0.65574,1.00256,0.00139222,0.00139222,0.00139222
28,394.434,0.93396,0.70711,0.94766,0.84267,0.90081,0.8966,0.59446,1.06294,0.62736,0.97225,0.0013908,0.0013908,0.0013908
29,409.525,0.86844,0.6458,0.93025,0.89108,0.79235,0.87939,0.58096,1.05976,0.67983,0.97484,0.00138939,0.00138939,0.00138939
30,422.63,0.87785,0.66116,0.9422,0.84209,0.89897,0.89512,0.601,1.03983,0.5746,0.9677,0.00138797,0.00138797,0.00138797
31,436.102,0.87966,0.65312,0.94691,0.84133,0.78529,0.85873,0.56501,1.101,0.73488,0.97956,0.00138656,0.00138656,0.00138656
32,449.872,0.89203,0.65152,0.92649,0.81007,0.87742,0.88916,0.57617,1.03032,0.68993,0.96991,0.00138514,0.00138514,0.00138514
33,463.166,0.84895,0.62929,0.9226,0.83187,0.86341,0.86362,0.60062,1.01742,0.62809,0.95202,0.00138373,0.00138373,0.00138373
34,477.201,0.87234,0.64739,0.93515,0.85049,0.84284,0.85032,0.57194,1.0328,0.72095,0.95596,0.00138231,0.00138231,0.00138231
35,491.095,0.89161,0.64175,0.93289,0.77431,0.84517,0.83745,0.55312,1.08596,0.6217,0.99213,0.0013809,0.0013809,0.0013809
36,507.485,0.85464,0.612,0.92175,0.86059,0.8758,0.9083,0.59034,1.10462,0.68076,0.98479,0.00137949,0.00137949,0.00137949
37,521.14,0.8937,0.62777,0.95643,0.90614,0.80712,0.88079,0.5792,1.10798,0.60658,0.98652,0.00137807,0.00137807,0.00137807
38,535.265,0.84197,0.6121,0.92447,0.87571,0.86797,0.89139,0.59237,1.08406,0.56299,0.96438,0.00137666,0.00137666,0.00137666
39,549.719,0.87511,0.61486,0.93643,0.90083,0.87186,0.91003,0.61774,0.99239,0.60699,0.93368,0.00137524,0.00137524,0.00137524
40,564.359,0.85582,0.59376,0.94366,0.87613,0.87574,0.89846,0.59839,1.08761,0.63368,1.0122,0.00137383,0.00137383,0.00137383
41,578.067,0.82297,0.59909,0.92668,0.90195,0.85798,0.89278,0.60209,1.03575,0.57143,0.94946,0.00137241,0.00137241,0.00137241
42,591.113,0.84863,0.59084,0.93156,0.88089,0.90566,0.91185,0.61863,1.02949,0.63578,0.9757,0.001371,0.001371,0.001371
43,604.522,0.81842,0.59081,0.91465,0.89061,0.88679,0.89249,0.6127,1.04613,0.6712,0.97292,0.00136958,0.00136958,0.00136958
44,618.5,0.80502,0.58675,0.91406,0.82771,0.88944,0.88755,0.58683,1.03845,0.82903,0.98877,0.00136817,0.00136817,0.00136817
45,631.456,0.82236,0.57452,0.91684,0.82991,0.85854,0.89472,0.57569,1.04498,0.79977,0.96094,0.00136675,0.00136675,0.00136675
46,644.147,0.83356,0.58322,0.93061,0.90024,0.92076,0.92979,0.62485,1.03747,0.74861,1.00968,0.00136534,0.00136534,0.00136534
47,658.832,0.83214,0.57741,0.92115,0.92803,0.91384,0.94868,0.65125,1.00231,0.6174,0.97454,0.00136392,0.00136392,0.00136392
48,672.555,0.8259,0.57137,0.91408,0.8703,0.9064,0.91313,0.60122,0.99825,0.54453,0.96307,0.00136251,0.00136251,0.00136251
49,689.239,0.80941,0.56866,0.92216,0.91248,0.91195,0.95413,0.62829,0.93971,0.54855,0.93185,0.00136109,0.00136109,0.00136109
50,703.152,0.81171,0.56104,0.91008,0.93118,0.90569,0.94257,0.64627,0.91539,0.54149,0.90778,0.00135968,0.00135968,0.00135968
51,719.216,0.81502,0.56215,0.9156,0.91309,0.87368,0.92555,0.62862,0.97673,0.62994,0.94455,0.00135826,0.00135826,0.00135826
52,732.954,0.85851,0.57301,0.92969,0.88476,0.88885,0.93022,0.6305,0.97725,0.59605,0.94571,0.00135685,0.00135685,0.00135685
53,746.578,0.80452,0.53887,0.91822,0.91269,0.91057,0.94958,0.61718,0.97232,0.55175,0.95316,0.00135544,0.00135544,0.00135544
54,758.653,0.8354,0.56622,0.93415,0.88129,0.90865,0.93302,0.60968,0.95555,0.57736,0.94158,0.00135402,0.00135402,0.00135402
55,772.434,0.79263,0.52295,0.91879,0.85876,0.87943,0.89782,0.5851,0.9899,0.5773,0.95367,0.00135261,0.00135261,0.00135261
56,786.868,0.82585,0.55223,0.92737,0.93193,0.852,0.91992,0.63329,0.98249,0.52383,0.96567,0.00135119,0.00135119,0.00135119
57,800.525,0.78964,0.5372,0.92058,0.94883,0.91501,0.94552,0.63945,0.98888,0.50155,0.95647,0.00134978,0.00134978,0.00134978
58,816.873,0.84457,0.5385,0.92816,0.94022,0.90894,0.93951,0.63941,1.00104,0.49119,0.96966,0.00134836,0.00134836,0.00134836
59,829.834,0.81238,0.53458,0.92504,0.95873,0.88653,0.95952,0.64389,1.02332,0.54085,0.9896,0.00134695,0.00134695,0.00134695
60,842.685,0.79422,0.53071,0.92107,0.9522,0.88284,0.92637,0.65375,1.00217,0.5284,0.97927,0.00134553,0.00134553,0.00134553
61,855.386,0.80807,0.53186,0.92409,0.92374,0.95345,0.96375,0.6402,0.98703,0.54885,0.95487,0.00134412,0.00134412,0.00134412
62,867.806,0.79747,0.53157,0.9172,0.91145,0.93489,0.92145,0.62215,1.02483,0.49118,0.97003,0.0013427,0.0013427,0.0013427
63,879.83,0.80065,0.53111,0.92783,0.90016,0.92952,0.95015,0.6271,1.02903,0.54451,0.99104,0.00134129,0.00134129,0.00134129
64,892.646,0.81686,0.5472,0.92692,0.91365,0.87831,0.93728,0.61712,0.98564,0.5377,0.94581,0.00133987,0.00133987,0.00133987
65,905.622,0.77402,0.50278,0.9128,0.89773,0.89431,0.93005,0.63565,0.96774,0.48971,0.9145,0.00133846,0.00133846,0.00133846
66,919.75,0.79038,0.53002,0.92291,0.92694,0.88756,0.92263,0.63418,0.99728,0.52818,0.97432,0.00133704,0.00133704,0.00133704
67,933.619,0.79941,0.53276,0.91593,0.86811,0.88293,0.88147,0.60226,1.02566,0.52717,1.00093,0.00133563,0.00133563,0.00133563
68,947.511,0.83312,0.53774,0.9298,0.8616,0.9088,0.92452,0.62677,1.0045,0.56286,0.99871,0.00133421,0.00133421,0.00133421
69,961.63,0.80472,0.52545,0.91287,0.926,0.85664,0.92583,0.61602,0.98965,0.60358,0.96346,0.0013328,0.0013328,0.0013328
70,974.74,0.78255,0.50473,0.911,0.88688,0.93649,0.93135,0.61631,0.98727,0.59571,0.9581,0.00133139,0.00133139,0.00133139
71,987.354,0.80261,0.5104,0.92027,0.91844,0.93496,0.94942,0.64068,0.99948,0.55108,0.97961,0.00132997,0.00132997,0.00132997
72,1001.22,0.79845,0.52547,0.92742,0.87836,0.93387,0.95997,0.64619,1.01152,0.53818,0.99607,0.00132856,0.00132856,0.00132856
73,1013.28,0.74852,0.49688,0.90243,0.94152,0.92361,0.9393,0.63534,0.96755,0.52734,0.95187,0.00132714,0.00132714,0.00132714
74,1028.06,0.76736,0.50904,0.90845,0.92724,0.8914,0.91847,0.6192,0.9797,0.51903,0.95666,0.00132573,0.00132573,0.00132573
75,1040.43,0.79166,0.5118,0.9225,0.91046,0.916,0.91868,0.61731,1.0112,0.54755,0.96975,0.00132431,0.00132431,0.00132431
76,1053.85,0.77767,0.5195,0.90674,0.89954,0.94108,0.93803,0.64855,1.01018,0.53962,0.98545,0.0013229,0.0013229,0.0013229
77,1065.98,0.74716,0.49757,0.91203,0.8815,0.91327,0.90237,0.6269,0.94755,0.53741,0.96515,0.00132148,0.00132148,0.00132148
78,1078.53,0.76212,0.48482,0.908,0.9124,0.91222,0.92384,0.641,0.93312,0.49981,0.93874,0.00132007,0.00132007,0.00132007
79,1091.83,0.78143,0.50392,0.90954,0.8927,0.9252,0.92957,0.62483,0.9412,0.50467,0.94736,0.00131865,0.00131865,0.00131865
80,1104.32,0.75149,0.493,0.90419,0.879,0.8896,0.91737,0.63057,0.98775,0.58059,0.95459,0.00131724,0.00131724,0.00131724
81,1117.13,0.76268,0.50341,0.91122,0.9199,0.7585,0.93417,0.63818,0.93142,0.80514,0.93618,0.00131582,0.00131582,0.00131582
82,1131.27,0.77945,0.50802,0.90728,0.86797,0.88233,0.92649,0.61208,1.00352,0.66278,0.98776,0.00131441,0.00131441,0.00131441
83,1145.16,0.76247,0.49655,0.90259,0.92156,0.89195,0.95211,0.64796,0.9847,0.6362,0.9583,0.00131299,0.00131299,0.00131299
84,1158.29,0.78285,0.51192,0.91563,0.9334,0.89657,0.93945,0.64393,0.91971,0.54173,0.93097,0.00131158,0.00131158,0.00131158
85,1170.53,0.79036,0.5038,0.91947,0.91566,0.93043,0.94909,0.66059,0.96713,0.47974,0.97807,0.00131016,0.00131016,0.00131016
86,1182.55,0.75961,0.48108,0.90522,0.89399,0.91526,0.92225,0.65836,1.00985,0.49363,0.97121,0.00130875,0.00130875,0.00130875
87,1197.08,0.72404,0.487,0.89462,0.95234,0.9458,0.95946,0.66498,0.9098,0.44123,0.93033,0.00130733,0.00130733,0.00130733
88,1210.23,0.754,0.49747,0.90201,0.90033,0.93418,0.9523,0.66563,0.95979,0.53458,0.95881,0.00130592,0.00130592,0.00130592
89,1222.27,0.74423,0.49398,0.89739,0.9153,0.91139,0.9257,0.64366,0.99809,0.48435,0.96466,0.00130451,0.00130451,0.00130451
90,1235.08,0.7573,0.48622,0.90761,0.94482,0.9335,0.93634,0.6523,0.98101,0.49201,0.94179,0.00130309,0.00130309,0.00130309
91,1247.32,0.74881,0.4906,0.91531,0.93355,0.91223,0.93188,0.65103,0.92539,0.50794,0.91674,0.00130168,0.00130168,0.00130168
92,1259.53,0.76561,0.4875,0.9124,0.91335,0.91391,0.90923,0.63509,0.93935,0.56797,0.9509,0.00130026,0.00130026,0.00130026
93,1271.52,0.75615,0.49066,0.9118,0.89081,0.93339,0.91348,0.62939,0.92554,0.64404,0.94987,0.00129885,0.00129885,0.00129885
94,1283.83,0.75164,0.48143,0.90286,0.92402,0.88919,0.92569,0.62199,0.91957,0.52261,0.92852,0.00129743,0.00129743,0.00129743
95,1295.27,0.75112,0.47529,0.90798,0.91742,0.91768,0.94444,0.63688,0.95301,0.52072,0.95112,0.00129602,0.00129602,0.00129602
96,1307.31,0.73503,0.48888,0.89915,0.90423,0.9122,0.91503,0.62618,0.99797,0.51062,0.97769,0.0012946,0.0012946,0.0012946
97,1320.42,0.74658,0.48467,0.9059,0.93451,0.92647,0.92982,0.6585,0.92104,0.48972,0.92131,0.00129319,0.00129319,0.00129319
98,1332.02,0.77425,0.48968,0.91616,0.92188,0.93821,0.93972,0.63726,0.94468,0.50643,0.94121,0.00129177,0.00129177,0.00129177
99,1344.54,0.76732,0.49423,0.91147,0.94514,0.95327,0.96066,0.66667,0.96027,0.51131,0.95328,0.00129036,0.00129036,0.00129036
100,1356.9,0.76111,0.4916,0.91844,0.94716,0.9379,0.96382,0.66707,0.96911,0.5081,0.96651,0.00128894,0.00128894,0.00128894
101,1371.35,0.74303,0.47058,0.90391,0.88047,0.93646,0.94543,0.66174,0.94997,0.54123,0.94184,0.00128753,0.00128753,0.00128753
102,1385.33,0.74543,0.46308,0.89889,0.89494,0.93008,0.95602,0.66547,0.89556,0.51051,0.92818,0.00128611,0.00128611,0.00128611
103,1398.67,0.75103,0.45912,0.90472,0.935,0.92752,0.95326,0.68584,0.94271,0.4745,0.95264,0.0012847,0.0012847,0.0012847
104,1411.51,0.71865,0.4619,0.89469,0.94845,0.93421,0.97401,0.68581,0.94312,0.46042,0.95121,0.00128328,0.00128328,0.00128328
105,1426.47,0.71945,0.46505,0.90037,0.91939,0.90421,0.93811,0.66044,0.97213,0.49389,0.96826,0.00128187,0.00128187,0.00128187
106,1439.49,0.70003,0.46823,0.8889,0.90494,0.93659,0.94513,0.66403,0.93459,0.50754,0.95652,0.00128046,0.00128046,0.00128046
107,1451.16,0.73438,0.46641,0.90174,0.90893,0.88258,0.8956,0.62288,0.9575,0.47471,0.9406,0.00127904,0.00127904,0.00127904
108,1466.03,0.76015,0.48434,0.9015,0.90342,0.90052,0.93204,0.64201,0.96362,0.49613,0.94175,0.00127763,0.00127763,0.00127763
109,1477.77,0.74813,0.46672,0.90746,0.90738,0.92719,0.94349,0.65103,0.9643,0.54916,0.94948,0.00127621,0.00127621,0.00127621
110,1490.29,0.70362,0.44675,0.88589,0.90401,0.94428,0.93318,0.64598,0.96859,0.55964,0.97822,0.0012748,0.0012748,0.0012748
111,1502.69,0.72611,0.47195,0.89635,0.93154,0.94299,0.93668,0.64948,0.91928,0.53136,0.94108,0.00127338,0.00127338,0.00127338
112,1516.03,0.75107,0.46945,0.91708,0.90668,0.90286,0.91316,0.64305,0.93341,0.50526,0.94733,0.00127197,0.00127197,0.00127197
113,1527.72,0.7548,0.48928,0.90526,0.92539,0.91963,0.93633,0.66656,0.92893,0.47686,0.95176,0.00127055,0.00127055,0.00127055
114,1539.56,0.73494,0.47248,0.90395,0.95258,0.87119,0.91859,0.67846,0.96246,0.48475,0.96987,0.00126914,0.00126914,0.00126914
115,1553.91,0.73342,0.46143,0.89969,0.91192,0.95425,0.9546,0.66963,0.9441,0.48863,0.97043,0.00126772,0.00126772,0.00126772
116,1565.48,0.73107,0.48039,0.89422,0.9123,0.90569,0.93753,0.65554,0.97092,0.51079,0.98376,0.00126631,0.00126631,0.00126631
117,1578.01,0.70299,0.46413,0.89562,0.89564,0.89845,0.92694,0.65557,1.00039,0.49617,0.99731,0.00126489,0.00126489,0.00126489
118,1589.88,0.71387,0.47069,0.88871,0.89637,0.92499,0.93758,0.67015,0.97486,0.51513,0.97566,0.00126348,0.00126348,0.00126348
119,1603.14,0.70204,0.45252,0.89427,0.88006,0.92358,0.92437,0.67886,0.96252,0.51692,0.96032,0.00126206,0.00126206,0.00126206
120,1619.67,0.71864,0.4503,0.89741,0.92419,0.91414,0.93043,0.68277,0.95589,0.46875,0.97725,0.00126065,0.00126065,0.00126065
121,1632.72,0.76499,0.47302,0.90523,0.91062,0.90593,0.92576,0.66896,0.97107,0.49297,0.97398,0.00125923,0.00125923,0.00125923
122,1645.78,0.73724,0.47661,0.90752,0.91074,0.88293,0.90684,0.6475,0.94676,0.47573,0.97244,0.00125782,0.00125782,0.00125782
123,1659.29,0.71319,0.45175,0.89142,0.9295,0.9043,0.93964,0.65137,0.95599,0.50472,0.96282,0.00125641,0.00125641,0.00125641
124,1671.89,0.72089,0.45268,0.89836,0.93911,0.93198,0.93964,0.63573,0.96298,0.51795,0.98654,0.00125499,0.00125499,0.00125499
125,1684.31,0.73153,0.45889,0.8952,0.9262,0.95105,0.95781,0.67638,0.9589,0.48094,0.96663,0.00125358,0.00125358,0.00125358
126,1696.84,0.70743,0.45805,0.89603,0.89656,0.92359,0.9446,0.66195,0.95026,0.53966,0.96278,0.00125216,0.00125216,0.00125216
127,1711.54,0.73845,0.44569,0.89299,0.93244,0.94151,0.96638,0.67984,0.98755,0.48271,0.97765,0.00125075,0.00125075,0.00125075
128,1724.56,0.7352,0.46775,0.89902,0.88082,0.94279,0.94771,0.66571,0.96862,0.62294,0.95913,0.00124933,0.00124933,0.00124933
129,1737.33,0.71162,0.44249,0.90375,0.9172,0.93749,0.95129,0.66563,0.9292,0.55024,0.95155,0.00124792,0.00124792,0.00124792
130,1749.76,0.70872,0.45284,0.89206,0.91656,0.93436,0.94239,0.66808,0.90199,0.52469,0.96351,0.0012465,0.0012465,0.0012465
131,1761.13,0.69986,0.43836,0.88345,0.93273,0.93171,0.94367,0.65314,0.96482,0.51051,0.97264,0.00124509,0.00124509,0.00124509
132,1774.51,0.70217,0.44088,0.89058,0.91768,0.93651,0.935,0.65057,0.94407,0.51604,0.95154,0.00124367,0.00124367,0.00124367
133,1786.64,0.71292,0.44668,0.89235,0.92705,0.93089,0.92171,0.64919,0.91676,0.50694,0.93657,0.00124226,0.00124226,0.00124226
134,1800.07,0.72083,0.4473,0.90644,0.93123,0.92683,0.9261,0.67081,0.88787,0.46458,0.91422,0.00124084,0.00124084,0.00124084
135,1812.8,0.71523,0.43792,0.89815,0.96033,0.95912,0.97301,0.67498,0.86743,0.45713,0.89843,0.00123943,0.00123943,0.00123943
136,1825.55,0.6971,0.4465,0.88858,0.9389,0.95122,0.97079,0.68421,0.89796,0.53839,0.91523,0.00123801,0.00123801,0.00123801
137,1837.28,0.68826,0.42947,0.88719,0.93716,0.95754,0.96978,0.69162,0.91645,0.50751,0.92711,0.0012366,0.0012366,0.0012366
138,1849.03,0.70041,0.44311,0.89814,0.94766,0.96218,0.97651,0.6822,0.91381,0.50762,0.9094,0.00123518,0.00123518,0.00123518
139,1861.32,0.69193,0.43795,0.89447,0.90774,0.9554,0.96384,0.68377,0.90691,0.57802,0.90281,0.00123377,0.00123377,0.00123377
140,1874.94,0.71941,0.46449,0.89872,0.9213,0.93352,0.9465,0.66464,0.9395,0.50571,0.93085,0.00123236,0.00123236,0.00123236
141,1887.56,0.69909,0.44312,0.88874,0.93171,0.94588,0.95422,0.69697,0.87686,0.47238,0.91588,0.00123094,0.00123094,0.00123094
142,1901.36,0.71547,0.45517,0.89498,0.94093,0.93659,0.95354,0.69691,0.85208,0.45751,0.90004,0.00122953,0.00122953,0.00122953
143,1914.25,0.71017,0.44513,0.88918,0.9128,0.92846,0.93993,0.68972,0.90617,0.48873,0.91132,0.00122811,0.00122811,0.00122811
144,1928,0.68813,0.42997,0.88595,0.94637,0.95109,0.96748,0.67371,0.93444,0.48248,0.92781,0.0012267,0.0012267,0.0012267
145,1940.1,0.70918,0.44274,0.89475,0.89943,0.93473,0.95223,0.68745,0.91423,0.50668,0.91451,0.00122528,0.00122528,0.00122528
146,1954.82,0.67952,0.42852,0.88584,0.94602,0.91035,0.94411,0.6718,0.91545,0.4921,0.90676,0.00122387,0.00122387,0.00122387
147,1969.14,0.71898,0.44482,0.90658,0.90768,0.92353,0.94755,0.68082,0.88741,0.4656,0.90721,0.00122245,0.00122245,0.00122245
148,1982.29,0.69125,0.43925,0.88284,0.89822,0.91382,0.93501,0.67597,0.90983,0.51445,0.93602,0.00122104,0.00122104,0.00122104
149,1996.63,0.70595,0.45203,0.88428,0.8824,0.91382,0.92504,0.6734,0.92279,0.5015,0.91922,0.00121962,0.00121962,0.00121962
150,2009.97,0.69624,0.44208,0.88734,0.91829,0.92745,0.94002,0.68421,0.91604,0.4692,0.93419,0.00121821,0.00121821,0.00121821
151,2023.63,0.70618,0.44323,0.89759,0.91928,0.91292,0.92874,0.67355,0.94145,0.46013,0.97003,0.00121679,0.00121679,0.00121679
152,2037.75,0.67656,0.43598,0.88281,0.91555,0.93308,0.9433,0.67816,0.90007,0.48449,0.9503,0.00121538,0.00121538,0.00121538
153,2051.49,0.68573,0.42901,0.89452,0.92883,0.94352,0.95713,0.68702,0.9042,0.47338,0.95199,0.00121396,0.00121396,0.00121396
154,2064.09,0.70455,0.43065,0.89159,0.931,0.94103,0.94813,0.68048,0.91837,0.48767,0.93729,0.00121255,0.00121255,0.00121255
155,2078.08,0.67954,0.43677,0.88349,0.95361,0.95881,0.98101,0.68959,0.87623,0.47969,0.90184,0.00121113,0.00121113,0.00121113
156,2091.51,0.69524,0.43744,0.89865,0.94539,0.92144,0.96031,0.70124,0.86666,0.48865,0.90415,0.00120972,0.00120972,0.00120972
157,2105.63,0.69401,0.4339,0.8922,0.93297,0.93893,0.95418,0.69822,0.89636,0.48809,0.90755,0.00120831,0.00120831,0.00120831
158,2121.96,0.69904,0.43573,0.8961,0.94068,0.95935,0.96228,0.68747,0.84716,0.4695,0.90179,0.00120689,0.00120689,0.00120689
159,2135.89,0.68907,0.42714,0.88999,0.92791,0.93659,0.94703,0.69372,0.90486,0.46828,0.9342,0.00120548,0.00120548,0.00120548
160,2148.99,0.68844,0.43085,0.89995,0.94583,0.92028,0.95097,0.69536,0.91715,0.48262,0.9437,0.00120406,0.00120406,0.00120406
161,2163.54,0.69087,0.45036,0.89685,0.93174,0.93659,0.96177,0.68093,0.92526,0.53455,0.93944,0.00120265,0.00120265,0.00120265
162,2177,0.70368,0.4394,0.89062,0.93444,0.95119,0.95728,0.67609,0.93505,0.49266,0.93385,0.00120123,0.00120123,0.00120123
163,2189.53,0.6537,0.41552,0.87605,0.93494,0.96748,0.97353,0.69755,0.9274,0.49777,0.92307,0.00119982,0.00119982,0.00119982
164,2201.84,0.68929,0.42834,0.89239,0.9604,0.96631,0.97851,0.71122,0.85626,0.45872,0.8941,0.0011984,0.0011984,0.0011984
165,2216.63,0.71464,0.44386,0.89957,0.91497,0.95014,0.94583,0.70034,0.85916,0.47883,0.90824,0.00119699,0.00119699,0.00119699
166,2228.55,0.69869,0.44162,0.8909,0.94403,0.94959,0.96922,0.69816,0.92735,0.49038,0.94598,0.00119557,0.00119557,0.00119557
167,2242.61,0.67528,0.42784,0.88871,0.95681,0.96065,0.97044,0.68538,0.84574,0.48699,0.90764,0.00119416,0.00119416,0.00119416
168,2254.94,0.68514,0.42875,0.89176,0.94619,0.94185,0.94789,0.6891,0.8835,0.50893,0.91195,0.00119274,0.00119274,0.00119274
169,2267.33,0.64562,0.42054,0.87596,0.93028,0.90739,0.92782,0.67296,0.89773,0.49489,0.91695,0.00119133,0.00119133,0.00119133
170,2280.63,0.676,0.4266,0.88599,0.92405,0.93946,0.95509,0.70114,0.90666,0.49126,0.91746,0.00118991,0.00118991,0.00118991
171,2293.23,0.68989,0.42211,0.88761,0.95896,0.93234,0.96127,0.68801,0.92739,0.4732,0.94229,0.0011885,0.0011885,0.0011885
172,2305.73,0.70248,0.4284,0.88973,0.96857,0.9302,0.96603,0.695,0.88969,0.51,0.90939,0.00118708,0.00118708,0.00118708
173,2318.14,0.68166,0.41686,0.87792,0.95957,0.93956,0.96713,0.68868,0.87571,0.48025,0.91962,0.00118567,0.00118567,0.00118567
174,2331.89,0.68586,0.43311,0.89114,0.93287,0.94146,0.96124,0.66636,0.93941,0.52559,0.94699,0.00118426,0.00118426,0.00118426
175,2346.76,0.67869,0.44341,0.88657,0.93173,0.9165,0.95013,0.68959,0.89798,0.51813,0.91691,0.00118284,0.00118284,0.00118284
176,2359.55,0.68478,0.43531,0.89237,0.91554,0.92682,0.96349,0.69633,0.86184,0.53114,0.90633,0.00118143,0.00118143,0.00118143
177,2372.92,0.68426,0.42735,0.89984,0.90893,0.95621,0.96182,0.68373,0.90447,0.54811,0.93763,0.00118001,0.00118001,0.00118001
178,2385.04,0.66225,0.40797,0.88472,0.91204,0.92517,0.9536,0.68074,0.89286,0.51219,0.93285,0.0011786,0.0011786,0.0011786
179,2399.02,0.68887,0.41568,0.8904,0.9499,0.91245,0.96087,0.69389,0.89664,0.4845,0.92423,0.00117718,0.00117718,0.00117718
180,2413.02,0.65027,0.40971,0.88416,0.92504,0.95117,0.96745,0.70297,0.91404,0.49472,0.92992,0.00117577,0.00117577,0.00117577
181,2426.54,0.67447,0.42468,0.87851,0.94032,0.95824,0.97581,0.68799,0.88579,0.5183,0.90901,0.00117435,0.00117435,0.00117435
182,2438.64,0.67473,0.42541,0.88197,0.92237,0.91793,0.95121,0.70433,0.90939,0.49187,0.92462,0.00117294,0.00117294,0.00117294
183,2452.84,0.69102,0.42522,0.88896,0.93493,0.92904,0.97108,0.6955,0.89641,0.48858,0.91666,0.00117152,0.00117152,0.00117152
184,2466.86,0.69017,0.4219,0.88555,0.92762,0.93821,0.96157,0.69353,0.88086,0.50007,0.91738,0.00117011,0.00117011,0.00117011
